"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.HighLevel","Answer.LowLevel1","Answer.LowLevel2","Answer.LowLevel3","Answer.LowLevel4","Approve","Reject"
"3BVS8WK9Q0IFVUA79CI76VP0BK8IBO","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:09 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 13:57:10 PDT 2018","","","3Q5C1WP23NO5SSVUQXBQ0T480DQ519","A2ECRNQ3X5LEXD","Approved","Mon Jul 16 13:34:48 PDT 2018","Mon Jul 16 13:35:38 PDT 2018","Thu Jul 19 13:35:38 PDT 2018","Tue Jul 17 09:52:41 PDT 2018","","","50","96% (771/801)","96% (771/801)","96% (535/555)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fashiongeek.mehndidesigns2016-screens/screenshot_2.png","The screen allows the user to  pick the way they want to complete the action.","The bottom right icon allows the user to click just once.","The bottom left icon allows the user to click always.","The center has a list of choices the user can choose.","x"
"3BVS8WK9Q0IFVUA79CI76VP0BK8IBO","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:09 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 13:57:10 PDT 2018","","","3XLBSAQ9Z5ZHASULM1ZFQ72F1Y7Z7B","A3UCAJPHZLEO30","Rejected","Wed Jul 11 04:08:55 PDT 2018","Wed Jul 11 04:15:23 PDT 2018","Sat Jul 14 04:15:23 PDT 2018","","Thu Jul 12 13:57:09 PDT 2018","Bad grammar and high level description doesn't describe the screen's functionality.","388","65% (17/26)","65% (17/26)","0% (0/0)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.fashiongeek.mehndidesigns2016-screens/screenshot_2.png","The screen gives the user various apps available","At the bottom the screen has the always and just once options for the user to choose from","At the bottom left the screen has the back button for the user to go back.","At the bottom on the screen the middle button returns the user to the home scree page.","At the top most left corner of the screen,the user can be able to see active actions of the phone"
"3EFNPKWBMSBZL4PEQTEVI8RS1YF30O","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:22 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:22 PDT 2018","","","3RSDURM96B92EHZQDNB2IALUHH1YEF","A3THR2UWGQNVX4","Approved","Mon Jul 09 22:22:38 PDT 2018","Mon Jul 09 22:28:25 PDT 2018","Thu Jul 12 22:28:25 PDT 2018","Thu Jul 12 10:57:48 PDT 2018","","","347","100% (55/55)","100% (55/55)","0% (0/0)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.vsmobile.fastestflashlight-screens/screenshot_3.png","Pop-up window to ask the user permission to automatically update the Daily Wallpapers app.","Text in the window explains to user the advantage of allowing updates, and mentions the presence of advertising.","Below the window text are two buttons, to allow updates and to temporarily dismiss the window.","",""
"3M67TQBQQHBH1JCCZ4CYYR6RAC1A93","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:22 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:22 PDT 2018","","","3IO1LGZLKAKJMWFTU1UA795G8JE68P","A3QZT2LURJTHUB","Approved","Fri Jul 13 01:55:43 PDT 2018","Fri Jul 13 01:56:24 PDT 2018","Mon Jul 16 01:56:24 PDT 2018","Fri Jul 13 12:09:44 PDT 2018","","","41","96% (73/76)","96% (73/76)","89% (24/27)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.scoompa.collagemaker.video-screens/screenshot_1.png","The screen displays an error message","In the center of the screen is an error message pop up with a button in the bottom right corner allowing the user to close the pop up","","",""
"356ZPKYPUH43POQMWZMBN3ODI7LPYM","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:11 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:11 PDT 2018","","","33C7UALJVMLOFAEWOVITCDEYZRG183","A22Y27CKGBT89O","Approved","Mon Jul 09 16:20:28 PDT 2018","Mon Jul 09 16:23:27 PDT 2018","Thu Jul 12 16:23:27 PDT 2018","Thu Jul 12 10:32:18 PDT 2018","","","179","100% (183/183)","100% (183/183)","0% (0/0)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.my6.android-screens/screenshot_3.png","This screen displays various information and contact options for motel booking.","At the top left is a button to go back within the app.","At the top right of the screen is a button to directly call the selected business on display.","The center of the screen displays a lodging option, with tabs to view rooms, details, and reviews.","The bottom center of the screen will display a loading symbol as content is accessed within the app."
"31KSVEGZ34FKCWB1UQ8C713C8H9RWH","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:09 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:09 PDT 2018","","","3QL2OFSM975T5KBYAUWWB6NKSJXCNJ","A3SS1F4F3JE7CU","Approved","Mon Jul 09 15:19:59 PDT 2018","Mon Jul 09 15:22:08 PDT 2018","Thu Jul 12 15:22:08 PDT 2018","Thu Jul 12 10:32:13 PDT 2018","","","129","83% (5/6)","83% (5/6)","0% (0/0)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.duapps.cleaner-screens/screenshot_3.png","The screen allows the user to select images.","The top left of the screen is a back space button.","The screen shows several images that can be selected all at once.","At the bottom center of the screen is a red delete button to delete selected images.","At the bottom right of each image is a circle to indicate the selection of the image."
"3PZDSVZ3J54NOW0PRDLC3PFBNRLN43","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:09 PDT 2018","1","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Sun Jul 29 14:04:09 PDT 2018","","","3ZOTGHDK5JYRUM068VM950R86KMOSI","AWW6HLOIYSZC8","Approved","Fri Jul 13 07:50:17 PDT 2018","Fri Jul 13 07:58:28 PDT 2018","Mon Jul 16 07:58:28 PDT 2018","Fri Jul 13 12:09:47 PDT 2018","","","491","91% (20/22)","91% (20/22)","0% (0/0)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.degoo.android-screens/screenshot_1.png","Screen allows the user to log into their degoo account.","the is a button below the text boxes that will allow the user to begin the password recovery process if they do not recall their password.","at the bottom of the screen is a sign up button that will allow the user to create a new account.","n/a","n/a"
"33Q5P9PUSP9K0PRNNG2OHAY8PIBCZN","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:22 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 10:32:12 PDT 2018","","","3I02618YA1TPUZ4BC0UO91EM278PUS","A2ECRNQ3X5LEXD","Approved","Mon Jul 16 07:18:40 PDT 2018","Mon Jul 16 07:23:25 PDT 2018","Thu Jul 19 07:23:25 PDT 2018","Mon Jul 16 11:34:44 PDT 2018","","","285","96% (771/801)","96% (771/801)","96% (535/555)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.punchh.moes-screens/screenshot_3.png","The screen allows the user to see the AR viewer.","There is a top left corner three lines that the user can click to access the menu.","The bottom left button allows the user to click to see the order.","The center button that is green allows the user to click to move forward.","The bottom icon second to the left icon allows the user to view locations."
"33Q5P9PUSP9K0PRNNG2OHAY8PIBCZN","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:22 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 10:32:12 PDT 2018","","","3URFVVM1665J836HZ9SQ0ZGZ9X8ZUT","A2ZZB9FPELD4J4","Rejected","Mon Jul 09 14:56:38 PDT 2018","Mon Jul 09 14:59:56 PDT 2018","Thu Jul 12 14:59:56 PDT 2018","","Thu Jul 12 10:32:11 PDT 2018","Most of the low level descriptions don't contain functionality descriptions","198","54% (27/50)","54% (27/50)","60% (3/5)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.punchh.moes-screens/screenshot_3.png","Main screen for the AR viewer","Button sizes are perfect","Plenty of different selections to make","Nice colourful screen.","Option to go back also"
"31GN6YMHLPFWDBBE9F8HXB88UJSWSA","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:10 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 10:32:17 PDT 2018","","","3JBT3HLQF9P6GYYLINTWQTT01GPPZW","AOI7EOWWX4NWK","Rejected","Mon Jul 09 15:56:37 PDT 2018","Mon Jul 09 16:03:17 PDT 2018","Thu Jul 12 16:03:17 PDT 2018","","Thu Jul 12 10:32:17 PDT 2018","One or more low-level captions does not accuratley describe the image.","400","88% (7/8)","88% (7/8)","0% (0/0)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.bcbssc.android.careondemand-screens/screenshot_1.png","this screen appears to be a log in or registeration window for a medical service search app.","there are two circles on the bottom indicating there are two pages which can be viewed by user with a finger swipe left to right.","on the very bottom there is a U-turn arrow button allowing to go back to previous screen.","on the bottom there is a mail icon which allows the user to email the link.","on the bottom right there is a button allowing to share the link in different social networks."
