"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.HighLevel","Answer.LowLevel1","Answer.LowLevel2","Answer.LowLevel3","Answer.LowLevel4","Approve","Reject"
"3KVQ0UJWPX8V79D3XJV940YGCGPW57","3R70E4E2COGACCY0UZA3BRPMQSCPCP","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Fri Mar 23 01:20:37 PDT 2018","1","BatchId:3165078;OriginalHitTemplateId:862366346;","3600","259200","Fri Mar 30 01:20:37 PDT 2018","","","3W92K5RLWV4LE4BSXBVF7HBN7USV5P","AOL0C7IXQSXOM","Approved","Fri Mar 23 11:35:52 PDT 2018","Fri Mar 23 11:39:55 PDT 2018","Mon Mar 26 11:39:55 PDT 2018","2018-03-26 18:40:48 UTC","","","243","100% (4/4)","100% (4/4)","100% (4/4)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.privacystar.android-screens/screenshot_1.png","Search box in order to find a telephone/cell number","There is a search box in the centre that allows to type the number that has to be searched","There is a result area in the middle/bottom that shows the results of the research","There is a menu bottom in the top-left that probably toggle a menu","Each result appears with name and number and can be blocked with the link beside it"
"3I4E7AFQ2KMBMROURGUSIQAMQN3JTR","3R70E4E2COGACCY0UZA3BRPMQSCPCP","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Fri Mar 23 01:20:55 PDT 2018","1","BatchId:3165078;OriginalHitTemplateId:862366346;","3600","259200","Fri Mar 30 01:20:55 PDT 2018","","","3PWWM24LHTLV4VWS7ZI7HWO3CMU82Q","A2VP4CMG2YJKB6","Approved","Fri Mar 23 10:42:43 PDT 2018","Fri Mar 23 10:45:31 PDT 2018","Mon Mar 26 10:45:31 PDT 2018","2018-03-26 17:45:48 UTC","","","168","100% (460/461)","100% (460/461)","100% (129/129)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.drawapp.magicdoodle-screens/screenshot_1.png","This screen is a display of some drawing application","At the top right corner there is a symbol displayed","At the top there are two link buttons","The two link buttons are new and my works","You can choose your desired option"
"3LG268AV38TQVWPA9QE6LVWCXUAERO","3R70E4E2COGACCY0UZA3BRPMQSCPCP","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Fri Mar 23 01:20:37 PDT 2018","1","BatchId:3165078;OriginalHitTemplateId:862366346;","3600","259200","Fri Mar 30 01:20:37 PDT 2018","","","32EYX73OY1WA6CKQPSYDEWE0L4KURN","AW0K0FY4SKI8Z","Approved","Fri Mar 23 03:00:57 PDT 2018","Fri Mar 23 03:03:08 PDT 2018","Mon Mar 26 03:03:08 PDT 2018","2018-03-26 10:03:48 UTC","","","131","100% (25/25)","100% (25/25)","100% (25/25)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.darden.mobile.olivegarden-screens/screenshot_5.png","Screen where the user is invited to type in his personal data in order to create an account","In the center there are various spaces where the user has to type in his name, email, phone number, etc.","In the top and center of the screen there is a log in button the user can click on in order to type in his credentials","In the top left there is an arrow button the user can click on in order to get back to previous screen","In the top right there is a menu button the user can click on in order to access various options"
"38B7Q9C28GSGEH099RVMIM45AAG96B","3R70E4E2COGACCY0UZA3BRPMQSCPCP","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Fri Mar 23 01:20:37 PDT 2018","1","BatchId:3165078;OriginalHitTemplateId:862366346;","3600","259200","Fri Mar 30 01:20:37 PDT 2018","","","351SEKWQS14XSUWCYPC7IXG2THPMDG","AW0K0FY4SKI8Z","Approved","Fri Mar 23 02:40:37 PDT 2018","Fri Mar 23 02:41:59 PDT 2018","Mon Mar 26 02:41:59 PDT 2018","2018-03-26 09:42:48 UTC","","","82","100% (25/25)","100% (25/25)","100% (25/25)","http://173.255.245.197:8080/GEMMA-CP/Clarity/mobi.supo.optimizer-screens/screenshot_1.png","Screen with a push alert inviting the user to test an antivirus","In the center of the locked screen, there is an invitation to try Antivirus doctor","In the bottom of the push alert, there is an ""ok"" button the user can click on to access the app","*","*"
"36U4VBVNQO07KSMWZQTBPDIFJI4RUI","3R70E4E2COGACCY0UZA3BRPMQSCPCP","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Fri Mar 23 01:20:55 PDT 2018","1","BatchId:3165078;OriginalHitTemplateId:862366346;","3600","259200","Fri Mar 30 01:20:55 PDT 2018","","","324G5B4FB4VK87OVI7MNK8ZT48707M","A349TSPKFHIWE1","Approved","Sat Mar 24 10:21:24 PDT 2018","Sat Mar 24 10:24:37 PDT 2018","Tue Mar 27 10:24:37 PDT 2018","Mon Mar 26 16:37:21 PDT 2018","","","193","98% (520/531)","98% (520/531)","100% (245/245)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.bsb.TeamSportsHQ-screens/screenshot_3.png","screen shows setting options of an app DICKS TSHQ","on the top there is a heading DICK'S TSHQ","on the upper middle there are some text about the app","on the middle there are 5 options on the left comunity statement, terms and conditions, privacy policy, faq, support option","on the bottom there is a text powered by dick's sporting goods."
"382GHPVPHSEGKS7F9U1XUBH5ER0434","3R70E4E2COGACCY0UZA3BRPMQSCPCP","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Fri Mar 23 01:20:38 PDT 2018","2","BatchId:3165078;OriginalHitTemplateId:862366346;","3600","259200","Fri Mar 30 09:09:13 PDT 2018","","","30X31N5D64D2SI65YCHR457203EASI","A19D3EO62YTWA2","Rejected","Fri Mar 23 04:06:52 PDT 2018","Fri Mar 23 04:09:46 PDT 2018","Mon Mar 26 04:09:46 PDT 2018","","Fri Mar 23 09:09:12 PDT 2018","Did not follow directions","174","0% (0/1)","0% (0/1)","0% (0/1)","http://173.255.245.197:8080/GEMMA-CP/Clarity/hr.podlanica-screens/screenshot_2.png","Music Volume EQ","Version 3.5","Copyright : Dub Studio Productions","Open Source Licencese","Privacy Policy"
"382GHPVPHSEGKS7F9U1XUBH5ER0434","3R70E4E2COGACCY0UZA3BRPMQSCPCP","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Fri Mar 23 01:20:38 PDT 2018","2","BatchId:3165078;OriginalHitTemplateId:862366346;","3600","259200","Fri Mar 30 09:09:13 PDT 2018","","","3IXQG4FA2ULP6DFYVKHWILMIQ159B4","A2VP4CMG2YJKB6","Approved","Sat Mar 24 04:14:19 PDT 2018","Sat Mar 24 04:17:01 PDT 2018","Tue Mar 27 04:17:01 PDT 2018","Mon Mar 26 16:38:13 PDT 2018","","","162","100% (460/461)","100% (460/461)","100% (129/129)","http://173.255.245.197:8080/GEMMA-CP/Clarity/hr.podlanica-screens/screenshot_2.png","This screen is a display of some music application","At the top left corner there is an arrow mark symbol which can be clicked to go back to the previous page","Next to the arrow mark at the top left corner there is a label displayed","The label is displayed as music volume eq","Below the label versions details are displayed"
"3S8A4GJRD3QEBODCCS0IA4T212Z6VO","3R70E4E2COGACCY0UZA3BRPMQSCPCP","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Fri Mar 23 01:20:38 PDT 2018","1","BatchId:3165078;OriginalHitTemplateId:862366346;","3600","259200","Fri Mar 30 01:20:38 PDT 2018","","","3EA3QWIZ4JIID02IZ0EUV8R7FU6TI3","ASNY3BO02RFUZ","Approved","Fri Mar 23 06:55:46 PDT 2018","Fri Mar 23 07:12:00 PDT 2018","Mon Mar 26 07:12:00 PDT 2018","2018-03-26 14:12:48 UTC","","","974","100% (1/1)","100% (1/1)","100% (1/1)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.banggood.client-screens/screenshot_2.png","very top of screen is the notifications bar, giving quick information about apps, wifi, battery and time.","second to the top is the google search bar, for quick acess to the web.","third from the top left side is the super su app, a tool for rooting devices. just to the right of it is busy box, another root application. as well, to it's right is the Xposed Install. this app allows use to make changes to an operating system.","just above the bottum, far right side is the play store app, where apps for android devices can be purchased and installed. to it's left is acess to google play, google movies, google music, etc.","bottom center is access to the apps not shown on this screen."
"3GS542CVJVAKVD0V48LHQGQ5EF595V","3R70E4E2COGACCY0UZA3BRPMQSCPCP","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Fri Mar 23 01:20:37 PDT 2018","1","BatchId:3165078;OriginalHitTemplateId:862366346;","3600","259200","Fri Mar 30 01:20:37 PDT 2018","","","3AMYWKA6YC9M7O291IJ64VVF7V1O6P","A2VP4CMG2YJKB6","Approved","Fri Mar 23 07:59:52 PDT 2018","Fri Mar 23 08:02:42 PDT 2018","Mon Mar 26 08:02:42 PDT 2018","2018-03-26 15:02:48 UTC","","","170","100% (460/461)","100% (460/461)","100% (129/129)","http://173.255.245.197:8080/GEMMA-CP/Clarity/my.abcdefinder.us.constitution.and.the.bill.of.rights-screens/screenshot_2.png","This screen is a display of some law related application","At the top center there is a link button called close","Below the link button there is a label displayed","The label is displayed as right to keep and bear arms","Below the label there is another label displayed"
"3W1K7D6QSB41QKZH9G6T6QSQ3EGBZE","3R70E4E2COGACCY0UZA3BRPMQSCPCP","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.12","Fri Mar 23 01:20:37 PDT 2018","1","BatchId:3165078;OriginalHitTemplateId:862366346;","3600","259200","Fri Mar 30 01:20:37 PDT 2018","","","3TEM0PF1Q6K0PGP59KP9K09PQEO0DJ","A349TSPKFHIWE1","Approved","Fri Mar 23 02:25:48 PDT 2018","Fri Mar 23 02:27:23 PDT 2018","Mon Mar 26 02:27:23 PDT 2018","2018-03-26 09:27:48 UTC","","","95","98% (520/531)","98% (520/531)","100% (245/245)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.overstock-screens/screenshot_6.png","screen shows help option of an app","on the top left corner there is a menu bar","on the top right corner there is a cart option","on the top right there is a photo option and a search option","in the middle there is a loading condition"
