"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.HighLevel","Answer.LowLevel1","Answer.LowLevel2","Answer.LowLevel3","Answer.LowLevel4","Approve","Reject"
"3RKHNXPHGWJLXO9196KEO1W1NP6KUB","3RJQE76GDI9G8QUISTVLVFE4OK0Y3S","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.08","Fri Jan 26 18:39:03 PST 2018","2","BatchId:3091834;OriginalHitTemplateId:862366346;","3600","259200","Mon Jan 29 07:20:09 PST 2018","","","3S4AW7T80C50MGVY52AZFG77BQX4LN","A3TMOXLBNMNHF","Rejected","Fri Jan 26 21:11:37 PST 2018","Fri Jan 26 21:12:28 PST 2018","Mon Jan 29 21:12:28 PST 2018","","Sun Jan 28 11:06:47 PST 2018","We need to know the purpose of what is on the screen. Not simply transcribe the words on the screen","51","50% (1/2)","50% (1/2)","0% (0/1)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mylocaltv.wralwx-screens/screenshot_1.png","91","89","87","85","82"
"3UY4PIS8QR86WX364V2A5R886NDN1J","3RJQE76GDI9G8QUISTVLVFE4OK0Y3S","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.08","Fri Jan 26 18:39:04 PST 2018","1","BatchId:3091834;OriginalHitTemplateId:862366346;","3600","259200","Fri Feb 02 18:39:04 PST 2018","","","34MAJL3QP5AJ6C59ZW6ZJUDQB35345","AA9N1MNC5OBN8","Approved","Fri Jan 26 20:57:33 PST 2018","Fri Jan 26 21:04:46 PST 2018","Mon Jan 29 21:04:46 PST 2018","Sun Jan 28 11:05:23 PST 2018","","","433","100% (1/1)","100% (1/1)","100% (1/1)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.preethu.motors-screens/screenshot_1.png","The motorbike is TVS Star city model","motor bike seat height 785 mm, displacement 109.7 cc","Fuel tank capacity 10 litres, top speed 86 kmph","ground clearence 172mm kerb/wet weight 109kg","On road price (delhi) the approximate on-road price for the kick-start variant of TVS Star city plus is Rs. 48,900."
"324N5FAHSXYLA3Y1EWUJKNYK1WFKV0","3RJQE76GDI9G8QUISTVLVFE4OK0Y3S","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.08","Fri Jan 26 18:39:04 PST 2018","1","BatchId:3091834;OriginalHitTemplateId:862366346;","3600","259200","Fri Feb 02 18:39:04 PST 2018","","","3L70J4KAZH9WQTNN1MM296L2UTWADX","A1MBXPDOWXPNQM","Approved","Sun Jan 28 10:41:20 PST 2018","Sun Jan 28 10:44:07 PST 2018","Wed Jan 31 10:44:07 PST 2018","Sun Jan 28 11:05:22 PST 2018","","","167","100% (1/1)","100% (1/1)","100% (1/1)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.romwe-screens/screenshot_2.png","This screen shows you can log into your ROMWE account through facebook","This log in screen is a pop up screen from the original log in screen on romwe","There is an option to create an account underneath the phone number and facebook pasword","there is a forgot password option beneath the log in","on the lower right side of the screen there is an option to change the language to spanish"
"3L60IFZKF35PQC293MAISURJ100HH3","3RJQE76GDI9G8QUISTVLVFE4OK0Y3S","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.08","Fri Jan 26 18:39:04 PST 2018","1","BatchId:3091834;OriginalHitTemplateId:862366346;","3600","259200","Fri Feb 02 18:39:04 PST 2018","","","32RIADZISTRNQTQOPB70R2L23LWS4I","A2WOA2XHX8OAYH","Approved","Sun Jan 28 05:09:50 PST 2018","Sun Jan 28 05:11:35 PST 2018","Wed Jan 31 05:11:35 PST 2018","Sun Jan 28 11:05:22 PST 2018","","","105","100% (1/1)","100% (1/1)","100% (1/1)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.pgatourlive.pga-screens/screenshot_4.png","Screen to set a password","Enter your user name","Enter you password","Enter your password again","Check box to receive emails"
"3WYZV0QBFJ0CLPZ28YI895CFUDEXBW","3RJQE76GDI9G8QUISTVLVFE4OK0Y3S","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.08","Fri Jan 26 18:39:04 PST 2018","1","BatchId:3091834;OriginalHitTemplateId:862366346;","3600","259200","Fri Feb 02 18:39:04 PST 2018","","","35K3O9HUAC0WEQIV8XJETPEERKLFEH","A8E99XNOTT390","Approved","Sun Jan 28 00:11:57 PST 2018","Sun Jan 28 00:15:50 PST 2018","Wed Jan 31 00:15:50 PST 2018","Sun Jan 28 11:05:23 PST 2018","","","233","100% (3/3)","100% (3/3)","100% (3/3)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.edmunds-screens/screenshot_1.png","This screen requires users to enter a zip code to set the location for dealer search results","The blue underlined field to the right allows users to input a zip code","The bottom left button in gray allows users to cancel the zip code screen","The bottom right button in the gray area sAves the location once the zip code is entered","The text shaded in solid black let's users know the zip code field cannot be blank"
"3P6ENY9P79JPM7DT94S3S6SY1DFHIW","3RJQE76GDI9G8QUISTVLVFE4OK0Y3S","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.08","Fri Jan 26 18:39:04 PST 2018","1","BatchId:3091834;OriginalHitTemplateId:862366346;","3600","259200","Fri Feb 02 18:39:04 PST 2018","","","3IAS3U3I0G3E6TUZAB2H8YE4FKDB25","A3Q0DUGC88TOQ7","Approved","Sun Jan 28 18:24:14 PST 2018","Sun Jan 28 18:36:33 PST 2018","Wed Jan 31 18:36:33 PST 2018","Mon Jan 29 07:21:00 PST 2018","","","739","100% (1/1)","100% (1/1)","100% (1/1)","http://173.255.245.197:8080/GEMMA-CP/Clarity/vocaja.com.conversation.es-screens/screenshot_3.png","This screen allows users to choose learning options within the application","The button in the top left corner allows users to choose from 100 lessons within the application","The button in the top right corner allows users to choose from 1000 phrases within the application","The button in the bottom left corner allows users to choose from 1500 words within the application","The button in the bottom right corner allows users to choose from more apps"
"3PKJ68EHDNJLHIXZRMD3477YES4HJ8","3RJQE76GDI9G8QUISTVLVFE4OK0Y3S","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.08","Fri Jan 26 18:39:04 PST 2018","1","BatchId:3091834;OriginalHitTemplateId:862366346;","3600","259200","Fri Feb 02 18:39:04 PST 2018","","","33M4IA01QHO2NGELUX90Y3D4AFZRXR","A24I67YAOZYIGQ","Approved","Sun Jan 28 11:41:51 PST 2018","Sun Jan 28 11:44:10 PST 2018","Wed Jan 31 11:44:10 PST 2018","Mon Jan 29 07:21:00 PST 2018","","","139","100% (7/7)","100% (7/7)","100% (7/7)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.influenster-screens/screenshot_3.png","The screen allows the user to input login information to connect an application to Facebook.","The bar labeled ""Email or Phone"" is where the user inputs their email address or phone number associated with their Facebook account.","The bar labeled ""Facebook Password"" asks for the user's account passcode.","The blue button in the center of the screen lets the user log into their account and pair the application.","The button just below the highlighted blue one allows the user to create a new account with Facebook, if they don't yet have one."
"3YLTXLH3DFTH3T0XMZIN13TANRAPHG","3RJQE76GDI9G8QUISTVLVFE4OK0Y3S","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.08","Fri Jan 26 18:39:04 PST 2018","1","BatchId:3091834;OriginalHitTemplateId:862366346;","3600","259200","Fri Feb 02 18:39:04 PST 2018","","","3V5Q80FXIYE93YQMVINBQFGSRRQ32U","A8E99XNOTT390","Approved","Sun Jan 28 00:07:12 PST 2018","Sun Jan 28 00:10:30 PST 2018","Wed Jan 31 00:10:30 PST 2018","Sun Jan 28 11:05:24 PST 2018","","","198","100% (3/3)","100% (3/3)","100% (3/3)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mapmyrun.android2-screens/screenshot_2.png","This screen allows people to sign up for MapMyFitness","The blue button at the top of the former allows users to sign up with facebook","The forms below the blue button allows users to imputed data to create a new account","The blue links near the bottom allow users to view the website privacy policy and terms of use","The large green button at the bottom submits the former data to create a new account"
"3QXFBUZ4ZK3GV2DIJFZZQ948G8PUGI","3RJQE76GDI9G8QUISTVLVFE4OK0Y3S","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.08","Fri Jan 26 18:39:04 PST 2018","1","BatchId:3091834;OriginalHitTemplateId:862366346;","3600","259200","Fri Feb 02 18:39:04 PST 2018","","","3DQQ64TANH82M3TG709PRPZI0T8PW3","A101EFJ3U0P4L1","Approved","Sat Jan 27 06:19:14 PST 2018","Sat Jan 27 06:20:57 PST 2018","Tue Jan 30 06:20:57 PST 2018","Sun Jan 28 11:05:22 PST 2018","","","103","100% (2/2)","100% (2/2)","100% (2/2)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.applicaster.il.babyfirsttv-screens/screenshot_4.png","Smartphone game called Tec the Tractor","4 games with one available for free","3 games that will require making a purchase to get access","Big back button","Looks like a childs game"
"3GITHABACY8DLIL2NZ2OAAIDYTRN20","3RJQE76GDI9G8QUISTVLVFE4OK0Y3S","Describe Functionality of User Interface","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.08","Fri Jan 26 18:39:04 PST 2018","1","BatchId:3091834;OriginalHitTemplateId:862366346;","3600","259200","Fri Feb 02 18:39:04 PST 2018","","","37Z929RLGAV77E5E4C88ZAXUJLUTSY","A24I67YAOZYIGQ","Approved","Sun Jan 28 11:37:36 PST 2018","Sun Jan 28 11:40:15 PST 2018","Wed Jan 31 11:40:15 PST 2018","Mon Jan 29 07:21:00 PST 2018","","","159","100% (7/7)","100% (7/7)","100% (7/7)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.exatools.skitracker-screens/screenshot_5.png","This screen shows the contact information of the application ""Ski Tracker""","The button with the URL ""www.examobile.com"" takes the user to the specified website.","The button with the email ""exatools@gmail.com"" lets the user contact the developer of the application.","The button at the bottom center of the screen takes the user to the home screen of their mobile device.","The button at the bottom right of the screen shows the user all the applications currently open in their mobile device."
